"State / Measuring network";"Station code";"Station name";"Station setting";"Station type";"Annual mean value in µg/m³";"Number of daily mean values above 50 µg/m³"
Saxony;DESN045;Zittau-Ost;"suburban area";background;22;11
Saxony;DESN059;Leipzig-West;"suburban area";background;19;5
Saxony-Anhalt;DEST002;Burg;"suburban area";background;21;7
Saxony-Anhalt;DEST029;Bernburg;"suburban area";background;23;11
Saxony-Anhalt;DEST072;Halle/Ost;"suburban area";background;19;8
"Lower Saxony";DENI070;Salzgitter-Drütte;"rural area";industry;18;5
Baden-Württemberg;DEBW030;"Welzheimer Wald";"rural area";background;13;4
Baden-Württemberg;DEBW103;Odenwald;"rural area";background;12;0
Hesse;DEHE024;Witzenhausen/Wald;"rural area";background;11;0
Hesse;DEHE028;Fürth/Odenwald;"rural area";background;12;1
Hesse;DEHE046;"Bad Arolsen";"rural area";background;16;1
Hesse;DEHE051;Wasserkuppe;"rural area";background;11;0
"Mecklenburg-West Pomerania";DEMV004;Gülzow;"rural area";background;15;1
"Mecklenburg-West Pomerania";DEMV012;Löcknitz;"rural area";background;16;1
"Mecklenburg-West Pomerania";DEMV017;Göhlen;"rural area";background;13;1
"Lower Saxony";DENI019;Solling;"rural area";background;12;0
"Lower Saxony";DENI031;Jadebusen;"rural area";background;16;4
"Lower Saxony";DENI051;Wurmberg;"rural area";background;9;0
"Lower Saxony";DENI058;"Ostfries. Inseln";"rural area";background;17;3
"Lower Saxony";DENI059;Elbmündung;"rural area";background;17;3
"Lower Saxony";DENI060;Wendland;"rural area";background;16;2
"Lower Saxony";DENI063;"Altes Land";"rural area";background;18;3
Rhineland-Palatinate;DERP013;Westpfalz-Waldmohr;"rural area";background;13;0
Rhineland-Palatinate;DERP014;Hunsrück-Leisel;"rural area";background;10;0
Rhineland-Palatinate;DERP015;"Westeifel Wascheid";"rural area";background;9;0
Rhineland-Palatinate;DERP016;Westerwald-Herdorf;"rural area";background;12;2
Rhineland-Palatinate;DERP017;Pfälzerwald-Hortenkopf;"rural area";background;11;1
Rhineland-Palatinate;DERP028;Westerwald-Neuhäusel;"rural area";background;11;0
UBA;DEUB001;Westerland;"rural area";background;18;5
UBA;DEUB005;Waldhof;"rural area";background;15;6
UBA;DEUB028;Zingst;"rural area";background;14;2
UBA;DEUB029;Schmücke;"rural area";background;9;0
Saxony;DESN049;Carlsfeld;"rural secluded";background;12;0
Saxony;DESN076;Collmberg;"rural secluded";background;16;3
Thuringia;DETH027;Neuhaus;"rural secluded";background;12;0
Thuringia;DETH042;Possen;"rural secluded";background;15;1
Thuringia;DETH061;Hummelshain;"rural secluded";background;14;0
Schleswig-Holstein;DESH011;Brunsbüttel;"rural regional";industry;19;4
Brandenburg;DEBB053;"Hasenholz (Buckow)";"rural regional";background;20;7
Brandenburg;DEBB065;"Lütte (Belzig)";"rural regional";background;17;3
Brandenburg;DEBB066;Spreewald;"rural regional";background;19;11
Baden-Württemberg;DEBW031;Schwarzwald-Süd;"rural regional";background;9;1
Baden-Württemberg;DEBW087;"Schwäbische Alb";"rural regional";background;13;2
Bavaria;DEBY013;Mehring/Sportplatz;"rural regional";background;20;12
Bavaria;DEBY049;"Neustadt a.d. Donau/Eining";"rural regional";background;18;6
Bavaria;DEBY072;Tiefenbach/Altenschneeberg;"rural regional";background;14;1
Bavaria;DEBY109;Andechs/Rothenfeld;"rural regional";background;14;7
Hesse;DEHE060;Kellerwald;"rural regional";background;12;0
"North Rhine-Westphalia";DENW064;"Simmerath (Eifel)";"rural regional";background;12;0
"North Rhine-Westphalia";DENW065;"Netphen Rothaargebirge";"rural regional";background;12;1
Saarland;DESL019;Biringen;"rural regional";background;14;1
Schleswig-Holstein;DESH008;Bornhöved;"rural regional";background;16;1
Saxony;DESN074;Schwartenberg;"rural regional";background;14;1
Saxony;DESN079;Niesky;"rural regional";background;19;7
Saxony-Anhalt;DEST089;Zartau/Waldstation;"rural regional";background;14;1
Saxony-Anhalt;DEST098;"Unterharz / Friedrichsbrunn";"rural regional";background;13;0
Thuringia;DETH026;Dreißigacker;"rural regional";background;14;1
UBA;DEUB004;Schauinsland;"rural regional";background;7;0
UBA;DEUB030;Neuglobsow;"rural regional";background;12;2
Baden-Württemberg;DEBW137;"Tübingen Jesinger Hauptstraße";"rural near town";traffic;32;50
Bavaria;DEBY121;Oberaudorf/Inntal-Autobahn;"rural near town";traffic;22;5
Hamburg;DEHH075;"Hamburg Billwerder II";"rural near town";traffic;22;5
Brandenburg;DEBB081;"Herzfelde (Rüdersdorf)";"rural near town";industry;20;3
"North Rhine-Westphalia";DENW074;Niederzier;"rural near town";industry;27;28
Saxony-Anhalt;DEST068;Pouch;"rural near town";industry;14;0
Berlin;DEBE027;"Berlin Marienfelde";"rural near town";background;18;2
Berlin;DEBE032;"Berlin Grunewald (3.5 m)";"rural near town";background;19;5
Berlin;DEBE056;"Berlin Friedrichshagen";"rural near town";background;21;6
Baden-Württemberg;DEBW004;Eggenstein;"rural near town";background;17;4
Bavaria;DEBY047;"Naila/Selbitzer Berg";"rural near town";background;17;1
Hesse;DEHE043;Riedstadt;"rural near town";background;17;2
"North Rhine-Westphalia";DENW066;Nettetal-Kaldenkirchen;"rural near town";background;24;15
"North Rhine-Westphalia";DENW068;Soest-Ost;"rural near town";background;18;3
"North Rhine-Westphalia";DENW081;Borken-Gemen;"rural near town";background;22;12
Saxony;DESN051;Radebeul-Wahnsdorf;"rural near town";background;21;4

"* Pursuant to § 20 or § 21 of Directive 2008/50/EC, exceedances of the PM₁₀ daily mean limit value due to natural sources or gritted sand or salt may be deducted by winter road clearance services."

"Source: German Environment Agency, https://www.umweltbundesamt.de/en/data/air/air-data/annual-tabulation (Status: 2011-01-24). All times are given in the time valid at the time of measurement (CET or CEST)."
