"State / Measuring network";"Station code";"Station name";"Station setting";"Station type";"Annual mean value in µg/m³";"Number of daily mean values above 50 µg/m³"
UBA;DEUB039;Falkenberg;"rural area";background;17;4
UBA;DEUB040;Schorfheide;"rural area";background;16;4
Saxony;DESN049;Carlsfeld;"rural secluded";background;15;1
Saxony;DESN076;Collmberg;"rural secluded";background;22;15
Thuringia;DETH027;Neuhaus;"rural secluded";background;14;0
Thuringia;DETH061;Hummelshain;"rural secluded";background;17;1
Schleswig-Holstein;DESH011;Brunsbüttel;"rural regional";industry;22;8
Thuringia;DETH080;"Goßwitz Lindigweg38";"rural regional";industry;21;2
Brandenburg;DEBB053;"Hasenholz (Buckow)";"rural regional";background;24;21
Brandenburg;DEBB065;"Lütte (Belzig)";"rural regional";background;22;10
Brandenburg;DEBB066;Spreewald;"rural regional";background;23;16
Baden-Württemberg;DEBW031;Schwarzwald-Süd;"rural regional";background;10;0
Baden-Württemberg;DEBW087;"Schwäbische Alb";"rural regional";background;16;2
Bavaria;DEBY013;Mehring/Sportplatz;"rural regional";background;23;16
Bavaria;DEBY049;"Neustadt a.d. Donau/Eining";"rural regional";background;23;14
Bavaria;DEBY072;Tiefenbach/Altenschneeberg;"rural regional";background;18;3
Bavaria;DEBY109;Andechs/Rothenfeld;"rural regional";background;17;4
"North Rhine-Westphalia";DENW063;"Horn-Bad Meinberg (Egge)";"rural regional";background;14;3
"North Rhine-Westphalia";DENW064;"Simmerath (Eifel)";"rural regional";background;14;0
"North Rhine-Westphalia";DENW065;"Netphen Rothaargebirge";"rural regional";background;13;0
Saarland;DESL019;Biringen;"rural regional";background;18;3
Schleswig-Holstein;DESH001;Altendeich;"rural regional";background;21;7
Schleswig-Holstein;DESH008;Bornhöved;"rural regional";background;19;7
Saxony;DESN074;Schwartenberg;"rural regional";background;17;9
Saxony-Anhalt;DEST089;Zartau/Waldstation;"rural regional";background;18;2
Saxony-Anhalt;DEST098;"Unterharz / Friedrichsbrunn";"rural regional";background;17;2
Thuringia;DETH026;Dreißigacker;"rural regional";background;18;0
UBA;DEUB004;Schauinsland;"rural regional";background;10;0
UBA;DEUB030;Neuglobsow;"rural regional";background;14;3
"North Rhine-Westphalia";DENW074;Niederzier;"rural near town";industry;29;42
Saxony-Anhalt;DEST068;Pouch;"rural near town";industry;23;9
Berlin;DEBE027;"Berlin Marienfelde";"rural near town";background;24;18
Berlin;DEBE032;"Berlin Grunewald (3.5 m)";"rural near town";background;22;11
Berlin;DEBE056;"Berlin Friedrichshagen";"rural near town";background;23;15
Baden-Württemberg;DEBW004;Eggenstein;"rural near town";background;22;10
Bavaria;DEBY047;"Naila/Selbitzer Berg";"rural near town";background;21;7
Hesse;DEHE043;Riedstadt;"rural near town";background;22;9
"North Rhine-Westphalia";DENW066;Nettetal-Kaldenkirchen;"rural near town";background;22;8
"North Rhine-Westphalia";DENW068;Soest-Ost;"rural near town";background;21;6
"North Rhine-Westphalia";DENW081;Borken-Gemen;"rural near town";background;24;6
Saxony;DESN051;Radebeul-Wahnsdorf;"rural near town";background;23;14

"* Pursuant to § 20 or § 21 of Directive 2008/50/EC, exceedances of the PM₁₀ daily mean limit value due to natural sources or gritted sand or salt may be deducted by winter road clearance services."

"Source: German Environment Agency, https://www.umweltbundesamt.de/en/data/air/air-data/annual-tabulation (Status: 2011-01-24). All times are given in the time valid at the time of measurement (CET or CEST)."
